utt_id,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,random_model_utterance_bin6,unigram_model_utterance_bin6,bigram_model_utterance_bin6,context_k1,context_k2,context_k3
2556,Becky,4,tomato .,tomato .,1,1,3,3,3,3,1,Becky/020111.cha,2629,25.367,abigail .,tongues .,mush .,what's this one ?,and what's this one ? what's this one ?,strawberry . and what's this one ? what's this one ?
2557,Becky,4,more orange .,more orange .,2,2,3,5,3,3,2,Becky/020111.cha,2635,25.367,cape noticeabling .,activities papa's .,cayou en .,a tomato .,what's this one ? a tomato .,and what's this one ? what's this one ? a tomato .
2558,Becky,4,baby .,baby .,1,1,2,2,2,2,1,Becky/020111.cha,2653,25.367,eighteenth .,fie .,nuhhuh .,there you are .,a baby orange . there you are .,I don't think there are any more oranges . a baby orange . there you are .
2559,Becky,4,orange .,orange .,1,1,2,3,2,2,1,Becky/020111.cha,2656,25.367,babes .,hevey .,banana's .,there you are .,a baby orange . there you are .,I don't think there are any more oranges . a baby orange . there you are .
2560,Becky,4,egg .,egg .,1,1,1,1,1,1,1,Becky/020111.cha,2665,25.367,pom .,pal .,certain .,what's this ?,don't put it in your mouth . what's this ?,there you are . don't put it in your mouth . what's this ?
2561,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,2680,25.367,sam's .,runned .,highway .,in the box ?,in there ? in the box ?,and where does the egg go ? in there ? in the box ?
2562,Becky,4,&~a grape .,grape .,1,1,1,2,1,1,1,Becky/020111.cha,2686,25.367,dominic's .,ivory .,pack .,and what's this ?,in the box ? and what's this ?,in there ? in the box ? and what's this ?
2563,Becky,4,xxx grapes .,grapes .,1,1,2,2,2,2,1,Becky/020111.cha,2692,25.367,texture .,working .,pajama .,grapes .,and what's this ? grapes .,in the box ? and what's this ? grapes .
2564,Becky,4,xxx .,.,0,0,0,0,0,0,0,Becky/020111.cha,2704,25.367,.,.,.,what's this ?,girl . what's this ?,don't lick them Becky . girl . what's this ?
2565,Becky,4,&-um grape .,grape .,1,1,1,2,1,1,1,Becky/020111.cha,2715,25.367,chive .,fou .,wailed .,what's this Becky ?,don't put them in your mouth please . what's this Becky ?,huh ? don't put them in your mouth please . what's this Becky ?
2566,Becky,4,xxx open [?] .,open .,1,1,2,2,2,2,1,Becky/020111.cha,2724,25.367,buzz [?] .,mauren [?] .,pee [?] .,and what's that ?,grapes . and what's that ?,what's this Becky ? grapes . and what's that ?
2567,Becky,4,xxx .,.,0,0,0,0,0,0,0,Becky/020111.cha,2730,25.367,.,.,.,it's what ?,and what's that ? it's what ?,grapes . and what's that ? it's what ?
2568,Becky,4,oh .,oh .,1,1,1,1,1,1,1,Becky/020111.cha,2734,25.367,bought .,nos .,stem .,it's what ?,and what's that ? it's what ?,grapes . and what's that ? it's what ?
2569,Becky,4,cars .,cars .,1,1,1,1,1,1,1,Becky/020111.cha,2750,25.367,asda .,ssouri .,false .,what's this ?,huh ? what's this ?,is that something new you've found ? huh ? what's this ?
2570,Becky,4,a panda .,a panda .,2,2,3,3,3,3,2,Becky/020111.cha,2759,25.367,hands froggie's .,cutie boulders .,chaining pincher .,and who's this ?,this looks good . and who's this ?,what's this ? this looks good . and who's this ?
2571,Becky,4,the wheel .,the wheel .,2,2,2,2,2,2,2,Becky/020111.cha,2765,25.367,scream wallace .,call smackin .,balo somewhere .,the panda .,and who's this ? the panda .,this looks good . and who's this ? the panda .
2572,Becky,4,yes .,yes .,1,1,1,1,1,1,1,Becky/020111.cha,2771,25.367,flakes .,guns .,nothing's .,at the wheel ?,the panda . at the wheel ?,and who's this ? the panda . at the wheel ?
2573,Becky,4,xxx .,.,0,0,0,0,0,0,0,Becky/020111.cha,2783,25.367,.,.,.,you push him along ?,panda at the wheel . you push him along ?,go on then . panda at the wheel . you push him along ?
2574,Becky,4,baby panda .,baby panda .,2,2,4,4,4,4,2,Becky/020111.cha,2785,25.367,prince douglas .,sheriff kernels .,stopping escape .,you push him along ?,panda at the wheel . you push him along ?,go on then . panda at the wheel . you push him along ?
2575,Becky,4,baby panda .,baby panda .,2,2,4,4,4,4,2,Becky/020111.cha,2788,25.367,sidewalk like .,beehive fork's .,straightening drunk .,you push him along ?,panda at the wheel . you push him along ?,go on then . panda at the wheel . you push him along ?
2576,Becky,4,xxx .,.,0,0,0,0,0,0,0,Becky/020111.cha,2794,25.367,.,.,.,he's a baby panda is he ?,you push him along ? he's a baby panda is he ?,panda at the wheel . you push him along ? he's a baby panda is he ?
2577,Becky,4,shoes off .,shoes off .,2,2,2,2,2,2,2,Becky/020111.cha,2795,25.367,helicopter teatime .,sy grabbed .,fixit ease .,he's a baby panda is he ?,you push him along ? he's a baby panda is he ?,panda at the wheel . you push him along ? he's a baby panda is he ?
2578,Becky,4,yes .,yes .,1,1,1,1,1,1,1,Becky/020111.cha,2801,25.367,lying .,el .,ducky's .,I don't think his shoes come off .,he's a baby panda is he ? I don't think his shoes come off .,you push him along ? he's a baby panda is he ? I don't think his shoes come off .
2579,Becky,4,yes .,yes .,1,1,1,1,1,1,1,Becky/020111.cha,2816,25.367,suzanne .,electricity .,humming .,they don't come off Becky .,no . they don't come off Becky .,I don't think they do . no . they don't come off Becky .
2580,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,2822,25.367,lesson .,burglar .,pinchers .,they don't come off .,they don't come off Becky . they don't come off .,no . they don't come off Becky . they don't come off .
2581,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,2831,25.367,barnie .,walnuts .,grandparents .,they don't come off .,no . they don't come off .,they don't come off . no . they don't come off .
2582,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,2846,25.367,wand .,knives .,polling .,shall we take his dungarees off ?,you can take his dungarees off . shall we take his dungarees off ?,they don't come off . you can take his dungarees off . shall we take his dungarees off ?
2583,Becky,4,Daddy panda .,Daddy panda .,2,2,4,4,4,4,2,Becky/020111.cha,2849,25.367,shirts sailor .,themself brella .,spot's seagulls .,shall we take his dungarees off ?,you can take his dungarees off . shall we take his dungarees off ?,they don't come off . you can take his dungarees off . shall we take his dungarees off ?
2584,Becky,4,baby +/.,baby .,1,2,2,2,2,2,1,Becky/020111.cha,2852,25.367,plant +/.,nowhe +/.,bumbo's +/.,shall we take his dungarees off ?,you can take his dungarees off . shall we take his dungarees off ?,they don't come off . you can take his dungarees off . shall we take his dungarees off ?
2585,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,2861,25.367,telling .,chinnie .,washcloth .,shall we take his t-shirt off ?,and his t-shirt ? shall we take his t-shirt off ?,shall we take his dungarees off ? and his t-shirt ? shall we take his t-shirt off ?
2586,Becky,4,shoes off .,shoes off .,2,2,2,2,2,2,2,Becky/020111.cha,2867,25.367,parsnip louise .,toby's means .,oughtoh robie .,there .,shall we take his t-shirt off ? there .,and his t-shirt ? shall we take his t-shirt off ? there .
2587,Becky,4,xxx .,.,0,0,0,0,0,0,0,Becky/020111.cha,2876,25.367,.,.,.,shoes don't come off .,no . shoes don't come off .,there . no . shoes don't come off .
2588,Becky,4,xxx on .,on .,1,1,1,1,1,1,1,Becky/020111.cha,2884,25.367,gallop .,jeans .,polling .,there we go .,put him down . there we go .,shoes don't come off . put him down . there we go .
2589,Becky,4,sit xxx .,sit .,1,1,1,1,1,1,1,Becky/020111.cha,2887,25.367,bozo .,beet .,sticking .,there we go .,put him down . there we go .,shoes don't come off . put him down . there we go .
2590,Becky,4,sit xxx .,sit .,1,1,1,1,1,1,1,Becky/020111.cha,2890,25.367,squished .,kissy .,ojo .,there we go .,put him down . there we go .,shoes don't come off . put him down . there we go .
2591,Becky,4,t-shirt on .,t-shirt on .,3,2,3,3,3,3,3,Becky/020111.cha,2899,25.367,sleigh kneel tock .,ballies ee velvet .,howie paf's tankers .,whee .,are you ready ? whee .,there we go . are you ready ? whee .
2592,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,2905,25.367,flap .,mandu .,wear .,he wants his t-shirt on now ?,whee . he wants his t-shirt on now ?,are you ready ? whee . he wants his t-shirt on now ?
2593,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,2911,25.367,cluck .,public .,moles .,can you do it ?,he wants his t-shirt on now ? can you do it ?,whee . he wants his t-shirt on now ? can you do it ?
2594,Becky,4,Mummy do it .,Mummy do it .,3,3,4,4,4,4,3,Becky/020111.cha,2914,25.367,bozo building earrings .,desert popple dinah .,threes stalking tire's .,can you do it ?,he wants his t-shirt on now ? can you do it ?,whee . he wants his t-shirt on now ? can you do it ?
2595,Becky,4,yes .,yes .,1,1,1,1,1,1,1,Becky/020111.cha,2920,25.367,pleas .,losing .,chin's .,Mummy do it ?,can you do it ? Mummy do it ?,he wants his t-shirt on now ? can you do it ? Mummy do it ?
2596,Becky,4,there .,there .,1,1,1,2,1,1,1,Becky/020111.cha,2923,25.367,woofwoof .,cancel .,ephone .,Mummy do it ?,can you do it ? Mummy do it ?,he wants his t-shirt on now ? can you do it ? Mummy do it ?
2597,Becky,4,socks [= actually says sockies] off .,socks off .,2,2,2,2,2,2,2,Becky/020111.cha,2926,25.367,visit wit .,potties chantilly .,putter combination .,Mummy do it ?,can you do it ? Mummy do it ?,he wants his t-shirt on now ? can you do it ? Mummy do it ?
2598,Becky,4,mine [*] sock .,mine sock .,2,2,2,3,2,2,2,Becky/020111.cha,2929,25.367,frosting officer's .,mothercare persy .,hatses robber .,Mummy do it ?,can you do it ? Mummy do it ?,he wants his t-shirt on now ? can you do it ? Mummy do it ?
2599,Becky,4,I do .,I do .,2,2,2,2,2,2,2,Becky/020111.cha,2935,25.367,call market .,maps pay .,ging properly .,I don't think they'll fit you .,Mummy do it ? I don't think they'll fit you .,can you do it ? Mummy do it ? I don't think they'll fit you .
2600,Becky,4,too small .,too small .,2,2,2,2,2,2,2,Becky/020111.cha,2941,25.367,taperecorder cranes .,wowheel shattered .,jeanine bady .,they're too small .,I don't think they'll fit you . they're too small .,Mummy do it ? I don't think they'll fit you . they're too small .
2601,Becky,4,sock .,sock .,1,1,1,1,1,1,1,Becky/020111.cha,2947,25.367,hap .,farmhouse .,blanket's .,too small .,they're too small . too small .,I don't think they'll fit you . they're too small . too small .
2602,Becky,4,no .,no .,1,1,1,1,1,1,1,Becky/020111.cha,2959,25.367,n .,caitlin .,heartbroken .,it's too small .,you'll tear that . it's too small .,no . you'll tear that . it's too small .
2603,Becky,4,I got it here .,I got it here .,4,5,4,5,4,4,4,Becky/020111.cha,2962,25.367,there choo story animalses .,barbie hooked hotsausagedog fizzie .,yeaah heff combs gruesome .,it's too small .,you'll tear that . it's too small .,no . you'll tear that . it's too small .
2604,Becky,4,got here .,got here .,2,3,2,3,2,2,2,Becky/020111.cha,2965,25.367,toaster n .,shift lambs .,odd kalawasions .,it's too small .,you'll tear that . it's too small .,no . you'll tear that . it's too small .
2605,Becky,4,dolly .,dolly .,1,1,2,2,2,2,1,Becky/020111.cha,2968,25.367,he .,over .,nia .,it's too small .,you'll tear that . it's too small .,no . you'll tear that . it's too small .
2606,Becky,4,dolly('s) shoes .,dolly shoes .,2,3,3,3,3,3,2,Becky/020111.cha,2971,25.367,hickory fan .,pediatric daddys .,radish birt .,it's too small .,you'll tear that . it's too small .,no . you'll tear that . it's too small .
2607,Becky,4,dolly shoes .,dolly shoes .,2,2,3,3,3,3,2,Becky/020111.cha,2974,25.367,popup slips .,matey emergencies .,cat nardeen .,it's too small .,you'll tear that . it's too small .,no . you'll tear that . it's too small .
2608,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,2982,25.367,piper's .,ugly .,johnny .,dolly's shoes ?,it's too small . dolly's shoes ?,you'll tear that . it's too small . dolly's shoes ?
2609,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,2988,25.367,drip .,spoonfuls .,honeybee .,are they in the box ?,dolly's shoes ? are they in the box ?,it's too small . dolly's shoes ? are they in the box ?
2610,Becky,4,dolly's shoes .,dolly's shoes .,2,3,3,3,2,3,2,Becky/020111.cha,2991,25.367,clicked rabbit's .,fuse pocket .,calendula caw .,are they in the box ?,dolly's shoes ? are they in the box ?,it's too small . dolly's shoes ? are they in the box ?
2611,Becky,4,dolly's shoe [/] shoes .,dolly's shoe shoes .,3,3,4,4,3,4,3,Becky/020111.cha,2994,25.367,giuba planes boston .,poison dishes sheeps .,cruella manner laughin .,are they in the box ?,dolly's shoes ? are they in the box ?,it's too small . dolly's shoes ? are they in the box ?
2612,Becky,4,that on .,that on .,2,2,2,2,2,2,2,Becky/020111.cha,2997,25.367,benny's whoever .,ruined crosses .,pussycat ashtray .,are they in the box ?,dolly's shoes ? are they in the box ?,it's too small . dolly's shoes ? are they in the box ?
2613,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,3003,25.367,vik .,chicken .,lending .,shall Mummy put them on ?,are they in the box ? shall Mummy put them on ?,dolly's shoes ? are they in the box ? shall Mummy put them on ?
2614,Becky,4,I find xxx .,I find .,2,2,2,2,2,2,2,Becky/020111.cha,3009,25.367,slipping spigot .,kookaburra saunders .,rests theirselves .,shall Mummy put them on ?,are they in the box ? shall Mummy put them on ?,dolly's shoes ? are they in the box ? shall Mummy put them on ?
2615,Becky,4,a baby panda .,a baby panda .,3,3,5,5,5,5,3,Becky/020111.cha,3015,25.367,sports huggy woman .,asteroids stellas achoo .,grate glens sorting .,I find .,shall Mummy put them on ? I find .,are they in the box ? shall Mummy put them on ? I find .
2616,Becky,4,goodbye .,goodbye .,1,1,1,2,1,1,1,Becky/020111.cha,3024,25.367,je .,ate .,alive .,.,I find . .,shall Mummy put them on ? I find . .
2617,Becky,4,<goodbye goodbye goodbye> [=! sings] .,goodbye goodbye goodbye .,3,3,3,6,3,3,3,Becky/020111.cha,3027,25.367,toothbrush cheeseburger camper .,snowdon tall nacs .,songs pain traffic .,.,I find . .,shall Mummy put them on ? I find . .
2618,Becky,4,&~a trousers on .,trousers on .,2,2,3,3,3,3,2,Becky/020111.cha,3030,25.367,wailed jesse .,hole dudley .,tyranno anglerfish .,.,I find . .,shall Mummy put them on ? I find . .
2619,Becky,4,trousers .,trousers .,1,1,2,2,2,2,1,Becky/020111.cha,3033,25.367,gramma .,fudge .,husband .,.,I find . .,shall Mummy put them on ? I find . .
2620,Becky,4,yes .,yes .,1,1,1,1,1,1,1,Becky/020111.cha,3039,25.367,sweetie .,sev .,icelolly .,he wants his trousers on ?,. he wants his trousers on ?,I find . . he wants his trousers on ?
2621,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,3045,25.367,damp .,church .,taper .,does he ?,he wants his trousers on ? does he ?,. he wants his trousers on ? does he ?
2622,Becky,4,oh .,oh .,1,1,1,1,1,1,1,Becky/020111.cha,3054,25.367,su .,bobobobo .,grits .,she's got her shoes on now .,there you are . she's got her shoes on now .,does he ? there you are . she's got her shoes on now .
2623,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,3066,25.367,fizzie .,looked .,doop .,shall Mummy do it ?,huh ? shall Mummy do it ?,are you cuddling him ? huh ? shall Mummy do it ?
2624,Becky,4,yes .,yes .,1,1,1,1,1,1,1,Becky/020111.cha,3072,25.367,dutch .,eaters .,beast .,shall she ?,shall Mummy do it ? shall she ?,huh ? shall Mummy do it ? shall she ?
2625,Becky,4,&~a:h .,.,0,0,0,0,0,0,0,Becky/020111.cha,3078,25.367,.,.,.,come on then .,shall she ? come on then .,shall Mummy do it ? shall she ? come on then .
2626,Becky,4,nice one .,nice one .,2,2,2,3,2,2,2,Becky/020111.cha,3079,25.367,stems sticky .,bulldozer tomato .,crayon batter .,come on then .,shall she ? come on then .,shall Mummy do it ? shall she ? come on then .
2627,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,3085,25.367,once .,grandsons .,homework .,come on then .,shall she ? come on then .,shall Mummy do it ? shall she ? come on then .
2628,Becky,4,a [/] a door .,a a door .,3,2,3,3,3,3,3,Becky/020111.cha,3094,25.367,raspberries doghouse knocking .,oopsies cockedy cat's .,washing julian keeped .,what's nice ?,what's nice Becky ? what's nice ?,come on then . what's nice Becky ? what's nice ?
2629,Becky,4,open door .,open door .,2,2,3,3,3,3,2,Becky/020111.cha,3097,25.367,driver's bitten .,war machine .,pa emilene .,what's nice ?,what's nice Becky ? what's nice ?,come on then . what's nice Becky ? what's nice ?
2630,Becky,4,yes .,yes .,1,1,1,1,1,1,1,Becky/020111.cha,3104,25.367,healthy .,crunky .,creche .,open the door ?,what's nice ? open the door ?,what's nice Becky ? what's nice ? open the door ?
2631,Becky,4,xxx .,.,0,0,0,0,0,0,0,Becky/020111.cha,3110,25.367,.,.,.,I don't think the doors open on the car .,open the door ? I don't think the doors open on the car .,what's nice ? open the door ? I don't think the doors open on the car .
2632,Becky,4,shoes off .,shoes off .,2,2,2,2,2,2,2,Becky/020111.cha,3112,25.367,auntie's grandfather .,snowballing grumbled .,forest marines .,I don't think the doors open on the car .,open the door ? I don't think the doors open on the car .,what's nice ? open the door ? I don't think the doors open on the car .
2633,Becky,4,shoe .,shoe .,1,1,1,1,1,1,1,Becky/020111.cha,3115,25.367,rea .,boards .,sang .,I don't think the doors open on the car .,open the door ? I don't think the doors open on the car .,what's nice ? open the door ? I don't think the doors open on the car .
2634,Becky,4,shoes off toy .,shoes off toy .,3,3,3,3,3,3,3,Becky/020111.cha,3118,25.367,builder q last .,must fluff mer .,ichthyosaurus carolines drawbridge .,I don't think the doors open on the car .,open the door ? I don't think the doors open on the car .,what's nice ? open the door ? I don't think the doors open on the car .
2635,Becky,4,xxx shoes off .,shoes off .,2,2,2,2,2,2,2,Becky/020111.cha,3121,25.367,united herself .,neck went .,reminds sw .,I don't think the doors open on the car .,open the door ? I don't think the doors open on the car .,what's nice ? open the door ? I don't think the doors open on the car .
2636,Becky,4,shoes .,shoes .,1,1,1,1,1,1,1,Becky/020111.cha,3124,25.367,dinner .,zebra .,glowing .,I don't think the doors open on the car .,open the door ? I don't think the doors open on the car .,what's nice ? open the door ? I don't think the doors open on the car .
2637,Becky,4,lie down .,lie down .,2,2,2,2,2,2,2,Becky/020111.cha,3127,25.367,radio's rubbish .,tennis setting .,dividing fences .,I don't think the doors open on the car .,open the door ? I don't think the doors open on the car .,what's nice ? open the door ? I don't think the doors open on the car .
2638,Becky,4,xxx .,.,0,0,0,0,0,0,0,Becky/020111.cha,3130,25.367,.,.,.,I don't think the doors open on the car .,open the door ? I don't think the doors open on the car .,what's nice ? open the door ? I don't think the doors open on the car .
2639,Becky,4,lie [/] lie down .,lie lie down .,3,2,3,3,3,3,3,Becky/020111.cha,3143,25.367,curve whisper traintrack .,soldiers potatos whiskers .,doily replace gorilla .,what what are you doing with her Becky ?,you'll hurt her . what what are you doing with her Becky ?,don't do that . you'll hurt her . what what are you doing with her Becky ?
2640,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,3149,25.367,nuhhuh .,prod's .,kinkajous .,she's lying down is she ?,what what are you doing with her Becky ? she's lying down is she ?,you'll hurt her . what what are you doing with her Becky ? she's lying down is she ?
2641,Becky,4,tuck up .,tuck up .,2,2,2,2,2,2,2,Becky/020111.cha,3152,25.367,depot dish .,commer screwed .,garage stored .,she's lying down is she ?,what what are you doing with her Becky ? she's lying down is she ?,you'll hurt her . what what are you doing with her Becky ? she's lying down is she ?
2642,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,3158,25.367,asked .,shaun .,doyert .,are you going to tuck her up ?,she's lying down is she ? are you going to tuck her up ?,what what are you doing with her Becky ? she's lying down is she ? are you going to tuck her up ?
2643,Becky,4,yes .,yes .,1,1,1,1,1,1,1,Becky/020111.cha,3164,25.367,tears .,needs .,piccalilli .,are you going to use these to tuck to her up with ?,are you going to tuck her up ? are you going to use these to tuck to her up with ?,she's lying down is she ? are you going to tuck her up ? are you going to use these to tuck to her up with ?
2644,Becky,4,a pillow .,a pillow .,2,2,3,3,3,3,2,Becky/020111.cha,3167,25.367,steering dipsy .,bows umbre .,settees tab .,are you going to use these to tuck to her up with ?,are you going to tuck her up ? are you going to use these to tuck to her up with ?,she's lying down is she ? are you going to tuck her up ? are you going to use these to tuck to her up with ?
2645,Becky,4,xxx .,.,0,0,0,0,0,0,0,Becky/020111.cha,3170,25.367,.,.,.,are you going to use these to tuck to her up with ?,are you going to tuck her up ? are you going to use these to tuck to her up with ?,she's lying down is she ? are you going to tuck her up ? are you going to use these to tuck to her up with ?
2646,Becky,4,pillow .,pillow .,1,1,2,2,2,2,1,Becky/020111.cha,3171,25.367,ur .,hum .,terrible .,are you going to use these to tuck to her up with ?,are you going to tuck her up ? are you going to use these to tuck to her up with ?,she's lying down is she ? are you going to tuck her up ? are you going to use these to tuck to her up with ?
2647,Becky,4,poor dolly .,poor dolly .,2,2,3,3,3,3,2,Becky/020111.cha,3177,25.367,caterpillar brake .,piggies bet .,squamps doves .,you just lift her up by the hair Becky .,are you going to use these to tuck to her up with ? you just lift her up by the hair Becky .,are you going to tuck her up ? are you going to use these to tuck to her up with ? you just lift her up by the hair Becky .
2648,Becky,4,both .,both .,1,1,1,1,1,1,1,Becky/020111.cha,3190,25.367,ching .,ti .,yogurt .,tuck them both up .,why don't you put them both in together . tuck them both up .,you just lift her up by the hair Becky . why don't you put them both in together . tuck them both up .
2649,Becky,4,tuck .,tuck .,1,1,1,1,1,1,1,Becky/020111.cha,3193,25.367,heemself .,quito .,because .,tuck them both up .,why don't you put them both in together . tuck them both up .,you just lift her up by the hair Becky . why don't you put them both in together . tuck them both up .
2650,Becky,4,xxx .,.,0,0,0,0,0,0,0,Becky/020111.cha,3196,25.367,.,.,.,tuck them both up .,why don't you put them both in together . tuck them both up .,you just lift her up by the hair Becky . why don't you put them both in together . tuck them both up .
2651,Becky,4,night_night .,night_night .,2,1,2,2,2,2,2,Becky/020111.cha,3201,25.367,hate time .,freezer hippo's .,surprise market .,are you kissing them night_night ?,tuck them both up . are you kissing them night_night ?,why don't you put them both in together . tuck them both up . are you kissing them night_night ?
2652,Becky,4,&-um xxx milky .,milky .,1,1,2,2,2,2,1,Becky/020111.cha,3207,25.367,stops .,thompson .,tennessee .,are you going to sing them a little song while they go to sleep .,are you kissing them night_night ? are you going to sing them a little song while they go to sleep .,tuck them both up . are you kissing them night_night ? are you going to sing them a little song while they go to sleep .
2653,Becky,4,xxx .,.,0,0,0,0,0,0,0,Becky/020111.cha,3216,25.367,.,.,.,they're having their milk first .,oh . they're having their milk first .,are you going to sing them a little song while they go to sleep . oh . they're having their milk first .
2654,Becky,4,xxx ?,?,0,0,0,0,0,0,0,Becky/020111.cha,3223,25.367,?,?,?,try Tiny_Tears with milk .,I don't think that one likes milk much . try Tiny_Tears with milk .,they're having their milk first . I don't think that one likes milk much . try Tiny_Tears with milk .
2655,Becky,4,xxx .,.,0,0,0,0,0,0,0,Becky/020111.cha,3228,25.367,.,.,.,I don't think she wants any milk today .,try Tiny_Tears with milk . I don't think she wants any milk today .,I don't think that one likes milk much . try Tiny_Tears with milk . I don't think she wants any milk today .
2656,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,3229,25.367,triangle .,bear's .,salute .,I don't think she wants any milk today .,try Tiny_Tears with milk . I don't think she wants any milk today .,I don't think that one likes milk much . try Tiny_Tears with milk . I don't think she wants any milk today .
2657,Becky,4,mhm .,mhm .,1,1,1,1,1,1,1,Becky/020111.cha,3238,25.367,edward .,toddler's .,scrabble .,is it nice ?,does she ? is it nice ?,I don't think she wants any milk today . does she ? is it nice ?
2658,Becky,4,xxx .,.,0,0,0,0,0,0,0,Becky/020111.cha,3241,25.367,.,.,.,is it nice ?,does she ? is it nice ?,I don't think she wants any milk today . does she ? is it nice ?
2659,Becky,4,baby xxx .,baby .,1,1,2,2,2,2,1,Becky/020111.cha,3242,25.367,fraid .,sthat .,childrens .,is it nice ?,does she ? is it nice ?,I don't think she wants any milk today . does she ? is it nice ?
2660,Becky,4,baby xxx .,baby .,1,1,2,2,2,2,1,Becky/020111.cha,3248,25.367,chef .,off .,turkey's .,huh ?,is it nice ? huh ?,does she ? is it nice ? huh ?
2661,Becky,4,that .,that .,1,1,1,1,1,1,1,Becky/020111.cha,3259,25.367,saucers .,rolly .,lunar .,what ?,huh ? what ?,is it nice ? huh ? what ?
2662,Becky,4,that .,that .,1,1,1,1,1,1,1,Becky/020111.cha,3262,25.367,snap .,screamed .,finding .,what ?,huh ? what ?,is it nice ? huh ? what ?
2663,Becky,4,yes .,yes .,1,1,1,1,1,1,1,Becky/020111.cha,3268,25.367,parsnip .,eureka .,mind .,that ?,what ? that ?,huh ? what ? that ?
2664,Becky,4,this .,this .,1,1,1,1,1,1,1,Becky/020111.cha,3271,25.367,trainers .,meadows .,lift .,that ?,what ? that ?,huh ? what ? that ?
2665,Becky,4,this .,this .,1,1,1,1,1,1,1,Becky/020111.cha,3274,25.367,wonder .,bath .,weetabix .,that ?,what ? that ?,huh ? what ? that ?
2666,Becky,4,more .,more .,1,1,1,2,1,1,1,Becky/020111.cha,3277,25.367,exeter .,jim .,beater .,that ?,what ? that ?,huh ? what ? that ?
2667,Becky,4,more .,more .,1,1,1,2,1,1,1,Becky/020111.cha,3280,25.367,science .,sleet .,stinging .,that ?,what ? that ?,huh ? what ? that ?
2668,Becky,4,more .,more .,1,1,1,2,1,1,1,Becky/020111.cha,3283,25.367,tough .,garrybout .,sweets .,that ?,what ? that ?,huh ? what ? that ?
2669,Becky,4,over there .,over there .,2,2,3,4,3,3,2,Becky/020111.cha,3286,25.367,shorter beanstalk .,seashells steve's .,frozen behin .,that ?,what ? that ?,huh ? what ? that ?
2670,Becky,4,more xxx .,more .,1,1,1,2,1,1,1,Becky/020111.cha,3289,25.367,eyebrows .,plop .,dribbly .,that ?,what ? that ?,huh ? what ? that ?
2671,Becky,4,baby tiger .,baby tiger .,2,2,4,4,4,4,2,Becky/020111.cha,3293,25.367,wiper hav .,mistake ruftytufty .,she fozzie .,that ?,what ? that ?,huh ? what ? that ?
2672,Becky,4,yes .,yes .,1,1,1,1,1,1,1,Becky/020111.cha,3299,25.367,catch .,eileen .,vat .,baby tiger ?,that ? baby tiger ?,what ? that ? baby tiger ?
2673,Becky,4,oh no .,oh no .,2,2,2,2,2,2,2,Becky/020111.cha,3305,25.367,catch switching .,radido malaysian .,butterflys fifty's .,is that who that is ?,baby tiger ? is that who that is ?,that ? baby tiger ? is that who that is ?
2674,Becky,4,xxx .,.,0,0,0,0,0,0,0,Becky/020111.cha,3308,25.367,.,.,.,is that who that is ?,baby tiger ? is that who that is ?,that ? baby tiger ? is that who that is ?
2675,Becky,4,more xxx .,more .,1,1,1,2,1,1,1,Becky/020111.cha,3309,25.367,done .,grainer .,saltfish .,is that who that is ?,baby tiger ? is that who that is ?,that ? baby tiger ? is that who that is ?
2676,Becky,4,more Pingu .,more Pingu .,2,2,3,4,3,3,2,Becky/020111.cha,3312,25.367,leeds unsode .,abbie sort .,sam scout .,is that who that is ?,baby tiger ? is that who that is ?,that ? baby tiger ? is that who that is ?
2677,Becky,4,xxx .,.,0,0,0,0,0,0,0,Becky/020111.cha,3318,25.367,.,.,.,more Pingus ?,is that who that is ? more Pingus ?,baby tiger ? is that who that is ? more Pingus ?
2678,Becky,4,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020111.cha,3319,25.367,stew .,twin .,roos .,more Pingus ?,is that who that is ? more Pingus ?,baby tiger ? is that who that is ? more Pingus ?
